date,vendor_id,activity_id,crop_id,crop_name,water_used_l,nutrient_used_ml,energy_used_kwh,temperature_c,humidity_pct,ph,ec_ms_cm,yield_kg,status,location,labor_hours,record_id,farm_name,vendor_name,vendor_category,activity,month,year,month_name,yield_per_100l_water,yield_per_kwh
2026-06-27,V005,AC03,C003,Cucumber,470.0,195.0,13.0,25.2,65.0,6.2,1.45,0.0,In Progress,Pune,,FA027,Farm A,FreshCrop Agro,Seeds,Cleaning & Sanitization,2026-06,2026,June,0.0,0.0
2026-06-28,V001,AC04,C003,Cucumber,380.0,140.0,10.4,24.0,72.0,6.0,1.35,0.0,Done,Pune,,FA028,Farm A,GreenGrow Agro,Fertilizer,Climate Monitoring,2026-06,2026,June,0.0,0.0
2026-06-29,V004,AC05,C001,Lettuce,400.0,160.0,11.0,24.5,68.0,6.1,1.25,0.0,Done,Pune,,FA029,Farm A,FarmTech Supplies,Equipment,Plant Health Scouting,2026-06,2026,June,0.0,0.0
2026-06-30,V002,AC05,C004,Spinach,550.0,0.0,15.0,25.1,65.0,6.1,1.5,105.0,Done,Pune,,FA030,Farm A,Aqua Solutions,Irrigation,Plant Health Scouting,2026-06,2026,June,19.090909090909093,7.0
2026-07-01,V001,AC01,C003,Cucumber,490.0,200.0,13.4,25.3,66.0,6.2,1.45,0.0,Done,Pune,,FA031,Farm A,GreenGrow Agro,Fertilizer,Irrigation,2026-07,2026,July,0.0,0.0
2026-07-02,V004,AC03,C003,Cucumber,360.0,130.0,10.0,23.8,71.0,6.0,1.35,0.0,Pending,Pune,,FA032,Farm A,FarmTech Supplies,Equipment,Cleaning & Sanitization,2026-07,2026,July,0.0,0.0
2026-07-03,V001,AC04,C001,Lettuce,430.0,180.0,12.6,24.4,69.0,6.1,1.25,0.0,Done,Pune,,FA033,Farm A,GreenGrow Agro,Fertilizer,Climate Monitoring,2026-07,2026,July,0.0,0.0
2026-07-04,V003,AC04,C004,Spinach,480.0,200.0,13.2,25.2,65.0,6.1,1.5,0.0,Done,Pune,,FA034,Farm A,AgroCare,Pesticide,Climate Monitoring,2026-07,2026,July,0.0,0.0
2026-07-05,V004,AC02,C004,Spinach,560.0,0.0,15.5,25.4,66.0,6.2,1.45,110.0,Done,Pune,,FA035,Farm A,FarmTech Supplies,Equipment,Fertigation,2026-07,2026,July,19.642857142857142,7.096774193548387
2026-07-06,V001,AC01,C001,Lettuce,390.0,160.0,11.0,23.9,72.0,6.0,1.35,0.0,Done,Pune,,FA036,Farm A,GreenGrow Agro,Fertilizer,Irrigation,2026-07,2026,July,0.0,0.0
2026-07-07,V002,AC01,C003,Cucumber,450.0,190.0,12.9,24.5,68.0,6.1,1.25,0.0,Done,Pune,,FA037,Farm A,Aqua Solutions,Irrigation,Irrigation,2026-07,2026,July,0.0,0.0
2026-07-08,V002,AC04,C003,Cucumber,460.0,195.0,12.6,25.0,65.0,6.0,1.5,0.0,Pending,Pune,,FA038,Farm A,Aqua Solutions,Irrigation,Climate Monitoring,2026-07,2026,July,0.0,0.0
2026-07-09,V003,AC04,C004,Spinach,500.0,210.0,13.6,25.3,66.0,6.2,1.45,0.0,Done,Pune,,FA039,Farm A,AgroCare,Pesticide,Climate Monitoring,2026-07,2026,July,0.0,0.0
2026-07-10,V002,AC05,C004,Spinach,510.0,0.0,13.5,24.0,71.0,6.0,1.35,90.0,Done,Pune,,FA040,Farm A,Aqua Solutions,Irrigation,Plant Health Scouting,2026-07,2026,July,17.647058823529413,6.666666666666667
2026-07-11,V002,AC02,C004,Spinach,440.0,185.0,12.7,24.3,69.0,6.1,1.25,0.0,Done,Pune,,FA041,Farm A,Aqua Solutions,Irrigation,Fertigation,2026-07,2026,July,0.0,0.0
2026-07-12,V002,AC01,C004,Spinach,470.0,200.0,13.0,25.1,65.0,6.1,1.5,0.0,Done,Pune,,FA042,Farm A,Aqua Solutions,Irrigation,Irrigation,2026-07,2026,July,0.0,0.0
2026-07-13,V001,AC04,C003,Cucumber,570.0,0.0,15.8,25.2,66.0,6.2,1.45,115.0,Done,Pune,,FA043,Farm A,GreenGrow Agro,Fertilizer,Climate Monitoring,2026-07,2026,July,20.175438596491226,7.2784810126582276
2026-07-14,V005,AC04,C002,Tomato,400.0,150.0,11.0,24.1,72.0,6.0,1.35,0.0,Done,Pune,,FA044,Farm A,FreshCrop Agro,Seeds,Climate Monitoring,2026-07,2026,July,0.0,0.0
2026-07-15,V001,AC02,C004,Spinach,540.0,0.0,14.8,24.4,68.0,6.1,1.3,100.0,Done,Pune,,FA045,Farm A,GreenGrow Agro,Fertilizer,Fertigation,2026-07,2026,July,18.51851851851852,6.756756756756756
2026-04-01,V002,AC05,C002,Tomato,440.0,185.0,12.8,24.5,67.0,6.1,1.25,0.0,Done,Nashik,4.0,FB001,Farm B,Aqua Solutions,Irrigation,Plant Health Scouting,2026-04,2026,April,0.0,0.0
2026-04-02,V005,AC02,C004,Spinach,510.0,220.0,14.0,25.2,64.0,6.0,1.55,0.0,Done,Nashik,3.5,FB002,Farm B,FreshCrop Agro,Seeds,Fertigation,2026-04,2026,April,0.0,0.0
2026-04-03,V001,AC03,C001,Lettuce,480.0,200.0,13.2,25.5,65.0,6.2,1.48,0.0,Done,Nashik,3.0,FB003,Farm B,GreenGrow Agro,Fertilizer,Cleaning & Sanitization,2026-04,2026,April,0.0,0.0
2026-04-04,V002,AC04,C001,Lettuce,370.0,155.0,11.0,24.0,70.0,6.0,1.32,0.0,Done,Nashik,3.0,FB004,Farm B,Aqua Solutions,Irrigation,Climate Monitoring,2026-04,2026,April,0.0,0.0
2026-04-05,V003,AC03,C003,Cucumber,540.0,0.0,14.5,24.6,67.0,6.1,1.28,105.0,Done,Nashik,5.0,FB005,Farm B,AgroCare,Pesticide,Cleaning & Sanitization,2026-04,2026,April,19.444444444444446,7.241379310344827
2026-04-06,V001,AC03,C003,Cucumber,500.0,215.0,13.8,25.3,64.0,6.0,1.55,0.0,Done,Nashik,3.5,FB006,Farm B,GreenGrow Agro,Fertilizer,Cleaning & Sanitization,2026-04,2026,April,0.0,0.0
2026-04-07,V005,AC04,C003,Cucumber,490.0,205.0,13.5,25.6,65.0,6.2,1.48,0.0,Pending,Nashik,3.5,FB007,Farm B,FreshCrop Agro,Seeds,Climate Monitoring,2026-04,2026,April,0.0,0.0
2026-04-08,V005,AC04,C001,Lettuce,390.0,160.0,11.2,24.1,71.0,6.0,1.35,0.0,Done,Nashik,2.5,FB008,Farm B,FreshCrop Agro,Seeds,Climate Monitoring,2026-04,2026,April,0.0,0.0
2026-04-09,V003,AC01,C003,Cucumber,430.0,180.0,12.5,24.4,68.0,6.1,1.25,0.0,In Progress,Nashik,3.0,FB009,Farm B,AgroCare,Pesticide,Irrigation,2026-04,2026,April,0.0,0.0
2026-04-10,V003,AC02,C003,Cucumber,570.0,0.0,15.2,25.0,65.0,6.1,1.55,110.0,Done,Nashik,5.0,FB010,Farm B,AgroCare,Pesticide,Fertigation,2026-04,2026,April,19.298245614035086,7.236842105263158
2026-04-11,V004,AC02,C003,Cucumber,510.0,215.0,13.8,25.7,65.0,6.2,1.5,0.0,Done,Nashik,4.0,FB011,Farm B,FarmTech Supplies,Equipment,Fertigation,2026-04,2026,April,0.0,0.0
2026-04-12,V003,AC04,C001,Lettuce,380.0,155.0,10.8,24.0,72.0,6.0,1.35,0.0,Pending,Nashik,2.5,FB012,Farm B,AgroCare,Pesticide,Climate Monitoring,2026-04,2026,April,0.0,0.0
2026-06-13,V005,AC01,C001,Lettuce,400.0,160.0,11.5,24.7,68.0,6.2,1.28,0.0,Done,Nashik,2.5,FB013,Farm B,FreshCrop Agro,Seeds,Irrigation,2026-06,2026,June,0.0,0.0
2026-06-14,V004,AC04,C003,Cucumber,500.0,220.0,13.8,25.4,64.0,6.1,1.55,0.0,Done,Nashik,3.5,FB014,Farm B,FarmTech Supplies,Equipment,Climate Monitoring,2026-06,2026,June,0.0,0.0
2026-06-15,V001,AC02,C003,Cucumber,590.0,0.0,15.8,25.3,65.0,6.2,1.5,120.0,Done,Nashik,5.5,FB015,Farm B,GreenGrow Agro,Fertilizer,Fertigation,2026-06,2026,June,20.33898305084746,7.594936708860759
2026-06-16,V002,AC03,C004,Spinach,370.0,155.0,10.8,24.2,70.0,6.0,1.35,0.0,Done,Nashik,3.0,FB016,Farm B,Aqua Solutions,Irrigation,Cleaning & Sanitization,2026-06,2026,June,0.0,0.0
2026-06-17,V003,AC05,C002,Tomato,450.0,190.0,12.8,24.5,67.0,6.1,1.25,0.0,Delayed,Nashik,4.0,FB017,Farm B,AgroCare,Pesticide,Plant Health Scouting,2026-06,2026,June,0.0,0.0
2026-06-18,V001,AC04,C004,Spinach,480.0,205.0,13.2,25.2,64.0,6.0,1.55,0.0,Done,Nashik,3.0,FB018,Farm B,GreenGrow Agro,Fertilizer,Climate Monitoring,2026-06,2026,June,0.0,0.0
2026-06-19,V002,AC01,C001,Lettuce,520.0,220.0,14.0,25.6,65.0,6.2,1.5,0.0,Done,Nashik,3.5,FB019,Farm B,Aqua Solutions,Irrigation,Irrigation,2026-06,2026,June,0.0,0.0
2026-06-20,V002,AC02,C001,Lettuce,460.0,0.0,12.5,24.1,71.0,6.0,1.35,85.0,Done,Nashik,4.5,FB020,Farm B,Aqua Solutions,Irrigation,Fertigation,2026-06,2026,June,18.478260869565215,6.8
2026-06-21,V004,AC05,C001,Lettuce,460.0,195.0,13.0,24.6,68.0,6.1,1.28,0.0,Done,Nashik,4.0,FB021,Farm B,FarmTech Supplies,Equipment,Plant Health Scouting,2026-06,2026,June,0.0,0.0
2026-06-22,V001,AC03,C001,Lettuce,520.0,225.0,14.2,25.3,64.0,6.0,1.55,0.0,Pending,Nashik,3.5,FB022,Farm B,GreenGrow Agro,Fertilizer,Cleaning & Sanitization,2026-06,2026,June,0.0,0.0
2026-06-23,V003,AC01,C002,Tomato,330.0,120.0,9.5,24.8,67.0,6.2,1.45,0.0,Done,Nashik,2.5,FB023,Farm B,AgroCare,Pesticide,Irrigation,2026-06,2026,June,0.0,0.0
2026-06-24,V004,AC01,C001,Lettuce,390.0,150.0,10.8,24.0,72.0,6.0,1.32,0.0,Done,Nashik,2.0,FB024,Farm B,FarmTech Supplies,Equipment,Irrigation,2026-06,2026,June,0.0,0.0
2026-06-25,V003,AC04,C001,Lettuce,560.0,0.0,15.0,24.5,68.0,6.1,1.3,110.0,Done,Nashik,5.0,FB025,Farm B,AgroCare,Pesticide,Climate Monitoring,2026-06,2026,June,19.642857142857142,7.333333333333333
2026-06-26,V004,AC01,C002,Tomato,490.0,210.0,13.5,25.1,65.0,6.1,1.55,0.0,Done,Nashik,3.5,FB026,Farm B,FarmTech Supplies,Equipment,Irrigation,2026-06,2026,June,0.0,0.0
2026-06-27,V002,AC02,C004,Spinach,510.0,215.0,13.8,25.4,65.0,6.2,1.48,0.0,In Progress,Nashik,3.5,FB027,Farm B,Aqua Solutions,Irrigation,Fertigation,2026-06,2026,June,0.0,0.0
2026-06-28,V005,AC01,C003,Cucumber,400.0,160.0,11.0,24.2,71.0,6.0,1.35,0.0,Done,Nashik,2.5,FB028,Farm B,FreshCrop Agro,Seeds,Irrigation,2026-06,2026,June,0.0,0.0
2026-06-29,V004,AC04,C004,Spinach,420.0,170.0,12.0,24.7,67.0,6.1,1.25,0.0,Done,Nashik,3.0,FB029,Farm B,FarmTech Supplies,Equipment,Climate Monitoring,2026-06,2026,June,0.0,0.0
2026-06-30,V004,AC05,C002,Tomato,600.0,0.0,16.0,25.2,64.0,6.1,1.55,115.0,Done,Nashik,5.5,FB030,Farm B,FarmTech Supplies,Equipment,Plant Health Scouting,2026-06,2026,June,19.166666666666668,7.1875
2026-07-01,V001,AC05,C001,Lettuce,530.0,225.0,14.2,25.6,65.0,6.2,1.5,0.0,Done,Nashik,4.0,FB031,Farm B,GreenGrow Agro,Fertilizer,Plant Health Scouting,2026-07,2026,July,0.0,0.0
2026-07-02,V003,AC04,C002,Tomato,390.0,150.0,10.5,23.9,72.0,6.0,1.35,0.0,Pending,Nashik,2.5,FB032,Farm B,AgroCare,Pesticide,Climate Monitoring,2026-07,2026,July,0.0,0.0
2026-07-03,V004,AC01,C001,Lettuce,460.0,195.0,13.0,24.6,68.0,6.1,1.28,0.0,Done,Nashik,3.5,FB033,Farm B,FarmTech Supplies,Equipment,Irrigation,2026-07,2026,July,0.0,0.0
2026-07-04,V002,AC02,C003,Cucumber,510.0,220.0,14.0,25.4,64.0,6.1,1.55,0.0,Done,Nashik,3.5,FB034,Farm B,Aqua Solutions,Irrigation,Fertigation,2026-07,2026,July,0.0,0.0
2026-07-05,V005,AC03,C001,Lettuce,620.0,0.0,16.2,25.6,65.0,6.2,1.5,125.0,Done,Nashik,5.5,FB035,Farm B,FreshCrop Agro,Seeds,Cleaning & Sanitization,2026-07,2026,July,20.161290322580644,7.71604938271605
2026-07-06,V003,AC03,C003,Cucumber,410.0,165.0,11.2,24.0,72.0,6.0,1.35,0.0,Done,Nashik,3.0,FB036,Farm B,AgroCare,Pesticide,Cleaning & Sanitization,2026-07,2026,July,0.0,0.0
2026-07-07,V002,AC02,C004,Spinach,480.0,200.0,13.2,24.7,67.0,6.1,1.28,0.0,Done,Nashik,4.0,FB037,Farm B,Aqua Solutions,Irrigation,Fertigation,2026-07,2026,July,0.0,0.0
2026-07-08,V002,AC02,C002,Tomato,500.0,215.0,13.6,25.3,64.0,6.0,1.55,0.0,Pending,Nashik,3.0,FB038,Farm B,Aqua Solutions,Irrigation,Fertigation,2026-07,2026,July,0.0,0.0
2026-07-09,V005,AC03,C004,Spinach,550.0,230.0,14.5,25.7,65.0,6.2,1.5,0.0,Done,Nashik,3.5,FB039,Farm B,FreshCrop Agro,Seeds,Cleaning & Sanitization,2026-07,2026,July,0.0,0.0
2026-07-10,V003,AC04,C001,Lettuce,540.0,0.0,14.0,24.1,71.0,6.0,1.35,100.0,Done,Nashik,4.5,FB040,Farm B,AgroCare,Pesticide,Climate Monitoring,2026-07,2026,July,18.51851851851852,7.142857142857143
2026-07-11,V003,AC03,C001,Lettuce,470.0,195.0,13.0,24.5,68.0,6.1,1.28,0.0,Done,Nashik,4.0,FB041,Farm B,AgroCare,Pesticide,Cleaning & Sanitization,2026-07,2026,July,0.0,0.0
2026-07-12,V001,AC03,C004,Spinach,510.0,220.0,14.0,25.2,64.0,6.1,1.55,0.0,Delayed,Nashik,3.5,FB042,Farm B,GreenGrow Agro,Fertilizer,Cleaning & Sanitization,2026-07,2026,July,0.0,0.0
2026-07-13,V001,AC03,C004,Spinach,640.0,0.0,16.5,25.5,65.0,6.2,1.5,130.0,Done,Nashik,5.5,FB043,Farm B,GreenGrow Agro,Fertilizer,Cleaning & Sanitization,2026-07,2026,July,20.3125,7.878787878787879
2026-07-14,V004,AC01,C003,Cucumber,420.0,170.0,11.5,24.2,72.0,6.0,1.35,0.0,Done,Nashik,2.5,FB044,Farm B,FarmTech Supplies,Equipment,Irrigation,2026-07,2026,July,0.0,0.0
2026-07-15,V002,AC01,C004,Spinach,580.0,0.0,15.2,24.6,68.0,6.1,1.3,115.0,Done,Nashik,5.0,FB045,Farm B,Aqua Solutions,Irrigation,Irrigation,2026-07,2026,July,19.82758620689655,7.565789473684211
2026-07-16,V003,AC01,C003,Cucumber,520.0,225.0,14.2,25.4,64.0,6.0,1.55,0.0,Done,Nashik,3.5,FB046,Farm B,AgroCare,Pesticide,Irrigation,2026-07,2026,July,0.0,0.0
2026-07-17,V005,AC04,C002,Tomato,540.0,230.0,14.4,25.8,65.0,6.2,1.5,0.0,Pending,Nashik,4.0,FB047,Farm B,FreshCrop Agro,Seeds,Climate Monitoring,2026-07,2026,July,0.0,0.0
2026-07-18,V003,AC04,C003,Cucumber,400.0,160.0,11.0,24.0,72.0,6.0,1.35,0.0,Done,Nashik,2.5,FB048,Farm B,AgroCare,Pesticide,Climate Monitoring,2026-07,2026,July,0.0,0.0
2026-07-19,V001,AC02,C001,Lettuce,450.0,180.0,12.5,24.4,69.0,6.1,1.25,0.0,In Progress,Nashik,3.0,FB049,Farm B,GreenGrow Agro,Fertilizer,Fertigation,2026-07,2026,July,0.0,0.0
2026-07-20,V004,AC05,C001,Lettuce,610.0,0.0,16.0,25.1,65.0,6.1,1.55,120.0,Done,Nashik,5.5,FB050,Farm B,FarmTech Supplies,Equipment,Plant Health Scouting,2026-07,2026,July,19.672131147540984,7.5
2026-07-21,V001,AC01,C002,Tomato,550.0,235.0,14.8,25.6,66.0,6.2,1.5,0.0,Done,Nashik,4.0,FB051,Farm B,GreenGrow Agro,Fertilizer,Irrigation,2026-07,2026,July,0.0,0.0
2026-07-22,V003,AC04,C001,Lettuce,410.0,165.0,11.2,24.1,72.0,6.0,1.35,0.0,Done,Nashik,2.5,FB052,Farm B,AgroCare,Pesticide,Climate Monitoring,2026-07,2026,July,0.0,0.0
2026-07-23,V004,AC03,C001,Lettuce,490.0,205.0,13.5,24.7,68.0,6.1,1.28,0.0,Pending,Nashik,3.5,FB053,Farm B,FarmTech Supplies,Equipment,Cleaning & Sanitization,2026-07,2026,July,0.0,0.0
2026-07-24,V005,AC01,C003,Cucumber,530.0,230.0,14.5,25.5,64.0,6.0,1.55,0.0,Done,Nashik,3.5,FB054,Farm B,FreshCrop Agro,Seeds,Irrigation,2026-07,2026,July,0.0,0.0
2026-07-25,V003,AC05,C004,Spinach,660.0,0.0,17.0,25.8,65.0,6.2,1.5,135.0,Done,Nashik,5.5,FB055,Farm B,AgroCare,Pesticide,Plant Health Scouting,2026-07,2026,July,20.454545454545457,7.9411764705882355
2026-07-26,V004,AC04,C003,Cucumber,420.0,170.0,11.5,24.0,73.0,6.0,1.35,0.0,Done,Nashik,3.0,FB056,Farm B,FarmTech Supplies,Equipment,Climate Monitoring,2026-07,2026,July,0.0,0.0
2026-07-27,V001,AC01,C001,Lettuce,500.0,210.0,13.8,24.6,69.0,6.1,1.28,0.0,Delayed,Nashik,4.0,FB057,Farm B,GreenGrow Agro,Fertilizer,Irrigation,2026-07,2026,July,0.0,0.0
2026-07-28,V004,AC02,C004,Spinach,520.0,225.0,14.0,25.3,65.0,6.0,1.55,0.0,Done,Nashik,3.0,FB058,Farm B,FarmTech Supplies,Equipment,Fertigation,2026-07,2026,July,0.0,0.0
2026-07-29,V002,AC04,C001,Lettuce,570.0,240.0,15.0,25.7,66.0,6.2,1.5,0.0,Done,Nashik,3.5,FB059,Farm B,Aqua Solutions,Irrigation,Climate Monitoring,2026-07,2026,July,0.0,0.0
2026-07-30,V001,AC03,C001,Lettuce,560.0,0.0,14.5,24.2,72.0,6.0,1.35,105.0,Done,Nashik,4.5,FB060,Farm B,GreenGrow Agro,Fertilizer,Cleaning & Sanitization,2026-07,2026,July,18.75,7.241379310344827
2026-07-31,V004,AC02,C004,Spinach,480.0,200.0,13.0,24.5,69.0,6.1,1.28,0.0,Done,Nashik,4.0,FB061,Farm B,FarmTech Supplies,Equipment,Fertigation,2026-07,2026,July,0.0,0.0
2026-08-01,V002,AC05,C002,Tomato,540.0,230.0,14.5,25.4,64.0,6.0,1.55,0.0,Done,Nashik,3.5,FB062,Farm B,Aqua Solutions,Irrigation,Plant Health Scouting,2026-08,2026,August,0.0,0.0
2026-08-02,V001,AC04,C001,Lettuce,580.0,245.0,15.2,25.8,65.0,6.2,1.5,0.0,Pending,Nashik,4.0,FB063,Farm B,GreenGrow Agro,Fertilizer,Climate Monitoring,2026-08,2026,August,0.0,0.0
2026-08-03,V001,AC01,C004,Spinach,430.0,170.0,11.5,24.1,72.0,6.0,1.35,0.0,Done,Nashik,2.5,FB064,Farm B,GreenGrow Agro,Fertilizer,Irrigation,2026-08,2026,August,0.0,0.0
2026-08-04,V005,AC03,C003,Cucumber,590.0,0.0,15.5,24.7,68.0,6.1,1.3,120.0,Done,Nashik,5.0,FB065,Farm B,FreshCrop Agro,Seeds,Cleaning & Sanitization,2026-08,2026,August,20.33898305084746,7.741935483870968
2026-08-05,V001,AC02,C001,Lettuce,550.0,235.0,14.8,25.5,64.0,6.0,1.55,0.0,Done,Nashik,3.5,FB066,Farm B,GreenGrow Agro,Fertilizer,Fertigation,2026-08,2026,August,0.0,0.0
2026-08-06,V001,AC01,C002,Tomato,590.0,250.0,15.5,25.9,65.0,6.2,1.5,0.0,In Progress,Nashik,4.0,FB067,Farm B,GreenGrow Agro,Fertilizer,Irrigation,2026-08,2026,August,0.0,0.0
2026-08-07,V002,AC04,C002,Tomato,410.0,165.0,11.0,24.0,73.0,6.0,1.35,0.0,Done,Nashik,2.5,FB068,Farm B,Aqua Solutions,Irrigation,Climate Monitoring,2026-08,2026,August,0.0,0.0
2026-08-08,V004,AC01,C003,Cucumber,460.0,185.0,12.8,24.4,69.0,6.1,1.25,0.0,Done,Nashik,3.0,FB069,Farm B,FarmTech Supplies,Equipment,Irrigation,2026-08,2026,August,0.0,0.0
2026-08-09,V004,AC03,C003,Cucumber,630.0,0.0,16.5,25.2,65.0,6.1,1.55,125.0,Done,Nashik,5.5,FB070,Farm B,FarmTech Supplies,Equipment,Cleaning & Sanitization,2026-08,2026,August,19.841269841269842,7.575757575757576
2026-08-10,V003,AC04,C003,Cucumber,600.0,255.0,15.8,25.7,66.0,6.2,1.5,0.0,Done,Nashik,4.0,FB071,Farm B,AgroCare,Pesticide,Climate Monitoring,2026-08,2026,August,0.0,0.0
2026-08-11,V005,AC01,C003,Cucumber,440.0,175.0,11.8,24.1,72.0,6.0,1.35,0.0,Pending,Nashik,2.5,FB072,Farm B,FreshCrop Agro,Seeds,Irrigation,2026-08,2026,August,0.0,0.0
